meal,parking,room_type,lead_time,market,repeated,canceled_book,price,special_requests,num of people,nights,output
Meal Plan 1,0,Room_Type 1,20,Online,0,0,141,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,85,Online,0,0,152,0,3,3,Canceled
Meal Plan 1,0,Room_Type 1,167,Online,0,0,105,0,2,1,Canceled
Meal Plan 1,0,Room_Type 1,71,Online,0,0,119,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,48,Online,0,0,97,2,2,2,Not_Canceled
Not Selected,0,Room_Type 1,37,Online,0,0,116,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,76,Online,0,0,150,0,3,4,Canceled
Meal Plan 1,0,Room_Type 1,13,Offline,0,0,71,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,75,Offline,0,0,60,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,180,Offline,0,0,100,1,2,2,Not_Canceled
Not Selected,0,Room_Type 1,122,Online,0,0,75,2,2,4,Canceled
Meal Plan 1,0,Room_Type 1,24,Online,0,0,104,2,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,162,Online,0,0,115,0,1,4,Canceled
Meal Plan 1,0,Room_Type 1,1,Online,0,0,115,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,120,Online,0,0,90,0,2,5,Canceled
Meal Plan 2,0,Room_Type 1,33,Offline,0,0,79,0,1,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,22,Online,0,0,120,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,10,Online,0,0,126,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,15,Online,0,0,91,1,2,2,Canceled
Meal Plan 1,0,Room_Type 1,54,Offline,0,0,67,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,45,Online,0,0,81,0,2,1,Not_Canceled
Meal Plan 2,0,Room_Type 4,63,Online,0,0,123,2,3,4,Not_Canceled
Not Selected,0,Room_Type 1,166,Online,0,0,94,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,148,Online,0,0,96,0,2,5,Canceled
Meal Plan 1,0,Room_Type 1,136,Online,0,0,88,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,37,Online,0,0,81,2,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,66,Online,0,0,119,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,11,Offline,0,0,83,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,43,Offline,0,0,85,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,5,Online,0,0,126,0,2,8,Canceled
Not Selected,0,Room_Type 1,24,Online,0,0,107,1,2,3,Canceled
Meal Plan 1,0,Room_Type 1,53,Offline,0,0,120,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,52,Online,0,0,93,2,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,56,Offline,0,0,120,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,12,Offline,0,0,90,1,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,92,Online,0,0,106,1,3,4,Canceled
Not Selected,0,Room_Type 1,2,Online,0,0,87,0,1,3,Not_Canceled
Meal Plan 2,0,Room_Type 1,74,Offline,0,0,101,0,2,2,Not_Canceled
Not Selected,0,Room_Type 1,82,Online,0,0,85,0,2,1,Canceled
Meal Plan 1,0,Room_Type 1,37,Offline,0,0,95,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,147,Online,0,0,103,2,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,2,Corporate,0,0,65,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,166,Online,0,0,100,0,2,8,Canceled
Not Selected,1,Room_Type 1,49,Online,0,0,83,2,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,0,Offline,0,0,58,0,2,3,Not_Canceled
Meal Plan 2,0,Room_Type 1,4,Offline,0,0,94,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,60,Online,0,0,96,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,157,Online,0,0,76,1,2,1,Not_Canceled
Not Selected,0,Room_Type 1,38,Online,0,0,112,0,2,2,Canceled
Meal Plan 1,0,Room_Type 1,143,Offline,0,0,100,0,2,3,Not_Canceled
Not Selected,0,Room_Type 1,179,Online,0,0,85,2,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,188,Online,0,0,130,0,1,2,Canceled
Meal Plan 1,0,Room_Type 4,94,Online,0,0,146,1,3,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,32,Offline,0,0,73,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 6,2,Online,0,0,143,2,3,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,70,Online,0,0,89,1,2,3,Not_Canceled
Not Selected,0,Room_Type 1,4,Offline,0,0,85,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 2,16,Online,0,0,83,0,4,1,Canceled
Meal Plan 1,0,Room_Type 1,24,Online,0,0,91,0,2,4,Canceled
Not Selected,0,Room_Type 1,78,Online,0,0,80,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,37,Offline,0,0,105,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,98,Online,0,0,109,0,2,7,Not_Canceled
Meal Plan 1,0,Room_Type 4,14,Online,0,0,70,0,2,4,Not_Canceled
Not Selected,0,Room_Type 1,44,Online,0,0,83,2,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,1,Online,0,0,60,0,1,3,Canceled
Meal Plan 1,0,Room_Type 1,213,Online,0,0,130,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,5,Online,0,0,95,1,1,2,Not_Canceled
Meal Plan 2,0,Room_Type 1,55,Offline,0,0,104,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,139,Offline,0,0,62,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 2,44,Offline,0,0,95,0,2,3,Not_Canceled
Meal Plan 2,0,Room_Type 4,18,Online,0,0,145,1,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,95,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,192,Offline,0,0,95,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,152,Offline,0,0,80,0,2,6,Not_Canceled
Meal Plan 1,0,Room_Type 4,42,Online,0,0,142,2,3,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,209,Online,0,0,128,1,3,5,Canceled
Meal Plan 1,0,Room_Type 1,69,Online,0,0,90,1,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,80,Online,0,0,93,2,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,49,Offline,0,0,60,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,143,Offline,0,0,90,0,1,3,Not_Canceled
Not Selected,0,Room_Type 1,67,Online,0,0,95,2,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,154,Online,0,0,104,2,2,3,Canceled
Meal Plan 2,0,Room_Type 1,55,Offline,0,0,104,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,2,Offline,0,0,109,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,99,Online,0,0,93,1,2,6,Canceled
Meal Plan 1,0,Room_Type 1,14,Corporate,0,0,95,0,1,2,Not_Canceled
Not Selected,0,Room_Type 1,0,Online,0,0,140,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,22,Online,0,0,87,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,7,Online,0,0,85,1,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,84,Online,0,0,99,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,109,Online,0,0,120,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,71,Offline,0,0,120,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,4,Online,0,0,77,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,71,Offline,0,0,120,0,1,3,Not_Canceled
Not Selected,0,Room_Type 1,58,Online,0,0,116,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,27,Online,0,0,152,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,27,Online,0,0,66,1,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,9,Online,0,0,95,2,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,86,Online,0,0,122,0,3,3,Canceled
Meal Plan 1,0,Room_Type 1,13,Offline,0,0,58,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,0,Online,0,0,89,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,82,Online,0,0,99,0,2,4,Not_Canceled
Not Selected,0,Room_Type 1,3,Online,0,0,98,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,35,Online,0,0,71,0,1,1,Canceled
Meal Plan 1,0,Room_Type 4,12,Online,0,0,128,0,1,21,Canceled
Meal Plan 1,0,Room_Type 1,7,Online,0,0,106,1,3,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,47,Online,0,0,130,1,2,4,Canceled
Not Selected,0,Room_Type 1,117,Online,0,0,105,1,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 4,2,Online,0,0,136,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,26,Offline,0,0,120,0,2,1,Not_Canceled
Not Selected,0,Room_Type 1,75,Online,0,0,74,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,137,Online,0,0,121,2,3,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,92,Offline,0,0,70,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,1,Offline,0,0,75,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,78,Online,0,0,100,0,2,3,Canceled
Not Selected,0,Room_Type 1,117,Online,0,0,79,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,10,Online,0,0,103,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,8,Online,0,0,135,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,33,Online,0,0,104,1,2,1,Canceled
Meal Plan 1,0,Room_Type 4,184,Online,0,0,130,3,3,7,Not_Canceled
Meal Plan 1,0,Room_Type 1,188,Online,0,0,130,0,1,2,Canceled
Meal Plan 2,0,Room_Type 1,102,Offline,0,0,109,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,45,Online,0,0,139,1,2,4,Canceled
Meal Plan 1,0,Room_Type 1,1,Corporate,0,0,66,1,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,63,Online,0,0,106,2,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,89,Online,0,0,149,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,63,Online,0,0,109,2,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,1,Online,0,0,115,1,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,51,Corporate,0,0,85,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,110,Online,0,0,90,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,20,Online,0,0,117,1,2,3,Not_Canceled
Not Selected,0,Room_Type 1,50,Online,0,0,108,1,2,1,Canceled
Meal Plan 1,0,Room_Type 4,48,Online,0,0,139,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 5,96,Online,0,0,129,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,148,Offline,0,0,67,0,2,5,Not_Canceled
Not Selected,0,Room_Type 1,25,Online,0,0,129,1,2,2,Canceled
Meal Plan 1,0,Room_Type 1,148,Online,0,0,79,0,2,7,Canceled
Meal Plan 1,0,Room_Type 1,114,Offline,0,0,72,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,105,Online,0,0,119,2,2,7,Not_Canceled
Meal Plan 1,0,Room_Type 1,4,Online,0,0,117,0,1,3,Not_Canceled
Meal Plan 1,1,Room_Type 1,61,Online,0,0,118,1,2,4,Not_Canceled
Not Selected,0,Room_Type 1,120,Online,0,0,72,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,157,Offline,0,0,68,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,4,Online,0,0,89,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,46,Online,0,0,124,0,2,7,Not_Canceled
Meal Plan 1,0,Room_Type 1,41,Corporate,0,0,70,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,27,Online,0,0,125,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,74,Online,0,0,55,0,2,10,Not_Canceled
Meal Plan 1,0,Room_Type 1,85,Online,0,0,126,0,2,3,Canceled
Not Selected,0,Room_Type 1,6,Online,0,0,79,0,2,2,Canceled
Meal Plan 1,0,Room_Type 4,64,Online,0,0,112,0,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,109,1,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,127,Offline,0,0,90,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,73,Offline,0,0,85,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,17,Online,0,0,100,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,164,Online,0,0,99,0,2,7,Canceled
Meal Plan 1,0,Room_Type 1,37,Online,0,0,126,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,191,Offline,0,0,96,0,3,3,Not_Canceled
Meal Plan 1,0,Room_Type 2,33,Online,0,0,95,2,4,6,Not_Canceled
Meal Plan 1,0,Room_Type 1,32,Online,0,0,94,3,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,3,Offline,0,0,98,0,1,2,Not_Canceled
Not Selected,0,Room_Type 1,53,Online,0,0,100,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,107,Online,0,0,80,1,2,3,Canceled
Meal Plan 2,0,Room_Type 1,55,Offline,0,0,104,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,84,Offline,0,0,89,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,1,Online,0,0,136,2,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,29,Corporate,0,0,85,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,41,Online,0,0,87,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,86,Corporate,0,0,100,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,167,Online,0,0,108,1,2,4,Canceled
Not Selected,0,Room_Type 1,34,Online,0,0,107,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,101,Online,0,0,80,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,122,Online,0,0,105,1,2,2,Not_Canceled
Not Selected,0,Room_Type 1,1,Online,0,0,80,2,2,1,Not_Canceled
Meal Plan 1,1,Room_Type 4,107,Online,0,0,142,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,35,Online,0,0,131,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,192,Offline,0,0,95,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,4,Online,0,0,111,0,2,2,Canceled
Meal Plan 1,0,Room_Type 1,85,Offline,0,0,85,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,137,Online,0,0,130,0,3,4,Canceled
Meal Plan 2,0,Room_Type 1,74,Offline,0,0,101,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,116,Offline,0,0,82,0,1,3,Not_Canceled
Meal Plan 1,1,Room_Type 1,34,Online,0,0,94,2,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,56,Online,0,0,109,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,149,Online,0,0,72,0,2,6,Canceled
Not Selected,0,Room_Type 1,12,Online,0,0,55,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,191,Offline,0,0,69,0,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,37,Offline,0,0,105,0,2,3,Not_Canceled
Not Selected,0,Room_Type 1,7,Online,0,0,120,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,78,Online,0,0,100,0,2,3,Canceled
Not Selected,0,Room_Type 1,0,Online,0,0,109,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,31,Offline,0,0,75,0,2,3,Not_Canceled
Meal Plan 2,0,Room_Type 5,37,Offline,0,0,134,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,8,Online,0,0,124,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,48,Offline,0,0,75,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,89,Online,0,0,72,2,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,80,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,15,Online,0,0,139,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,10,Corporate,0,0,66,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,43,Online,0,0,115,0,1,3,Not_Canceled
Meal Plan 2,0,Room_Type 1,72,Offline,0,0,84,0,1,1,Not_Canceled
Not Selected,0,Room_Type 1,10,Online,0,0,107,3,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,37,Offline,0,0,105,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,170,Offline,0,0,78,0,2,5,Not_Canceled
Not Selected,0,Room_Type 1,49,Online,0,0,105,0,2,2,Canceled
Meal Plan 1,0,Room_Type 1,51,Online,0,0,80,1,2,3,Not_Canceled
Meal Plan 2,0,Room_Type 1,3,Online,0,0,129,1,1,1,Not_Canceled
Not Selected,0,Room_Type 1,34,Online,0,0,125,2,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,1,Online,0,0,103,1,2,1,Not_Canceled
Not Selected,1,Room_Type 1,77,Online,0,0,125,0,2,2,Not_Canceled
Not Selected,0,Room_Type 1,60,Online,0,0,96,1,1,7,Canceled
Not Selected,0,Room_Type 1,0,Online,0,0,69,0,2,2,Not_Canceled
Meal Plan 1,1,Room_Type 1,4,Online,0,0,95,1,1,3,Not_Canceled
Not Selected,1,Room_Type 1,1,Online,0,0,108,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,61,Online,0,0,102,0,2,4,Not_Canceled
Not Selected,0,Room_Type 1,6,Online,0,0,78,0,2,7,Canceled
Not Selected,0,Room_Type 1,58,Online,0,0,79,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,35,Online,0,0,76,1,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,177,Online,0,0,100,0,2,2,Canceled
Meal Plan 1,0,Room_Type 1,13,Online,0,0,88,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,189,Online,0,0,109,0,2,3,Canceled
Not Selected,0,Room_Type 1,207,Online,0,0,80,1,2,6,Not_Canceled
Meal Plan 1,0,Room_Type 1,108,Online,0,0,104,2,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,11,Online,0,0,150,1,3,1,Canceled
Meal Plan 1,0,Room_Type 4,177,Online,0,0,127,1,2,3,Canceled
Not Selected,0,Room_Type 4,15,Online,0,0,115,3,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,60,Online,0,0,130,0,3,4,Canceled
Not Selected,0,Room_Type 1,21,Online,0,0,116,0,2,3,Canceled
Not Selected,0,Room_Type 1,24,Online,0,0,71,1,2,2,Not_Canceled
Meal Plan 2,0,Room_Type 1,76,Offline,0,0,98,1,2,5,Not_Canceled
Not Selected,0,Room_Type 1,146,Online,0,0,94,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,188,Online,0,0,130,0,1,2,Canceled
Meal Plan 1,0,Room_Type 1,114,Online,0,0,76,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,210,Offline,0,0,72,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,16,Online,0,0,93,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,105,Offline,0,0,75,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,0,Online,0,0,105,0,2,1,Not_Canceled
Not Selected,1,Room_Type 1,37,Online,0,0,78,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,54,Online,0,0,119,0,2,7,Canceled
Meal Plan 1,0,Room_Type 1,61,Offline,0,0,91,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,11,Offline,0,0,85,0,2,5,Not_Canceled
Not Selected,0,Room_Type 1,4,Online,0,0,81,0,2,4,Canceled
Meal Plan 2,0,Room_Type 1,63,Offline,0,0,116,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,3,Online,0,0,106,2,3,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,62,Online,0,0,118,0,2,3,Canceled
Meal Plan 1,0,Room_Type 4,91,Online,0,0,132,2,2,3,Canceled
Meal Plan 1,1,Room_Type 4,123,Online,0,0,146,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,13,Online,0,0,86,1,2,3,Not_Canceled
Meal Plan 2,0,Room_Type 1,152,Offline,0,0,98,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,180,Offline,0,0,100,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,47,Online,0,0,119,0,2,4,Not_Canceled
Meal Plan 2,0,Room_Type 1,88,Offline,0,0,117,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,26,Online,0,0,140,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,17,Online,0,0,94,1,2,5,Not_Canceled
Not Selected,0,Room_Type 1,104,Online,0,0,109,0,2,7,Canceled
Not Selected,0,Room_Type 1,7,Online,0,0,120,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,128,Online,0,0,67,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 2,11,Offline,0,0,62,0,1,3,Not_Canceled
Not Selected,0,Room_Type 1,6,Online,0,0,91,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,23,Offline,0,0,68,0,2,6,Not_Canceled
Meal Plan 2,0,Room_Type 1,4,Offline,0,0,94,0,2,3,Not_Canceled
Meal Plan 2,0,Room_Type 1,65,Offline,0,0,122,0,3,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,21,Corporate,0,0,68,1,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,45,Online,0,0,131,1,3,2,Canceled
Meal Plan 2,0,Room_Type 1,25,Online,0,0,149,0,2,5,Canceled
Meal Plan 1,0,Room_Type 1,5,Corporate,0,0,100,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,25,Online,0,0,127,2,3,3,Not_Canceled
Not Selected,0,Room_Type 1,52,Online,0,0,79,2,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,18,Online,0,0,69,2,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,174,Online,0,0,70,0,2,2,Canceled
Meal Plan 1,0,Room_Type 4,31,Online,0,0,114,2,3,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,166,Online,0,0,110,0,1,3,Canceled
Not Selected,0,Room_Type 1,68,Online,0,0,75,1,2,4,Canceled
Meal Plan 1,0,Room_Type 1,194,Online,0,0,77,2,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,145,Offline,0,0,65,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,0,Online,0,0,118,0,2,2,Canceled
Meal Plan 1,0,Room_Type 4,24,Online,0,0,127,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,124,Online,0,0,114,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,44,Offline,0,0,87,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,164,Offline,0,0,100,0,1,2,Not_Canceled
Not Selected,0,Room_Type 1,153,Online,0,0,91,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,155,Online,0,0,119,1,3,12,Canceled
Not Selected,0,Room_Type 1,0,Online,0,0,119,0,2,1,Not_Canceled
Not Selected,0,Room_Type 1,29,Online,0,0,139,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,59,Online,0,0,109,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,76,Online,0,0,131,0,2,1,Canceled
Meal Plan 1,0,Room_Type 1,93,Online,0,0,96,3,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,25,Online,0,0,137,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,74,Offline,0,0,92,0,3,3,Not_Canceled
Meal Plan 1,1,Room_Type 1,122,Offline,0,0,81,2,2,8,Not_Canceled
Meal Plan 1,0,Room_Type 1,158,Online,0,0,114,1,1,4,Canceled
Meal Plan 1,0,Room_Type 1,119,Online,0,0,99,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,6,Corporate,0,0,89,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,122,Online,0,0,85,0,2,2,Canceled
Meal Plan 1,0,Room_Type 1,60,Online,0,0,75,0,2,4,Canceled
Meal Plan 1,0,Room_Type 4,121,Offline,0,0,90,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,59,Online,0,0,121,0,1,1,Canceled
Meal Plan 1,0,Room_Type 1,71,Offline,0,0,120,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,200,Online,0,0,105,1,2,4,Canceled
Meal Plan 1,0,Room_Type 4,71,Online,0,0,101,1,2,3,Not_Canceled
Meal Plan 1,1,Room_Type 1,6,Online,0,0,116,0,2,2,Not_Canceled
Not Selected,0,Room_Type 1,76,Online,0,0,69,1,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,29,Online,0,0,90,2,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,179,Online,0,0,119,0,2,5,Canceled
Meal Plan 1,0,Room_Type 1,81,Online,0,0,76,2,2,1,Not_Canceled
Not Selected,0,Room_Type 1,35,Online,0,0,109,2,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,60,Online,0,0,126,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,34,Corporate,0,0,65,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,0,Online,0,0,86,0,1,2,Not_Canceled
Not Selected,0,Room_Type 1,5,Online,0,0,139,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 2,48,Online,0,0,109,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,54,Online,0,0,132,0,2,5,Canceled
Meal Plan 1,0,Room_Type 1,57,Offline,0,0,75,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,5,Corporate,0,0,65,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,130,Offline,0,0,68,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,57,Online,0,0,113,0,3,10,Not_Canceled
Meal Plan 1,0,Room_Type 1,89,Online,0,0,96,0,2,3,Not_Canceled
Not Selected,0,Room_Type 1,221,Online,0,0,79,2,2,3,Canceled
Meal Plan 1,0,Room_Type 1,116,Offline,0,0,76,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,139,Offline,0,0,90,0,2,2,Not_Canceled
Meal Plan 2,0,Room_Type 1,55,Offline,0,0,104,0,2,1,Not_Canceled
Meal Plan 2,0,Room_Type 1,74,Offline,0,0,109,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,2,Offline,0,0,75,0,1,1,Not_Canceled
